Jobtitle,Link,company,Updateddatetime
"Consultancy: To support the development of a MoEYS scholarship transition strategy, Phnom Penh, Cambodia",https://unjobs.org/vacancies/1573409238222,UNICEF - United Nations Children's Fund,2019-11-12T06:23:28Z
"Batch Recruitment - Evaluation Manager (Multi Country), (two posts), Costa Rica and Uruguay ",https://unjobs.org/vacancies/1573409230441,UNICEF - United Nations Children's Fund,2019-11-12T06:20:06Z
"National Consultant/Team of National Consultants to draft a Synthesis Report of the data collection systems analyses, Romania",https://unjobs.org/vacancies/1573409226577,UNICEF - United Nations Children's Fund,2019-11-12T06:18:01Z
"Consultancy - Mapping and Analysis of Communication Materials for Improving Adolescent Health and Development, Bangkok, Thailand",https://unjobs.org/vacancies/1573409218869,UNICEF - United Nations Children's Fund,2019-11-12T06:16:46Z
"Executive Associate, General Services, Riyadh",https://unjobs.org/vacancies/1573510432345,UNICEF - United Nations Children's Fund,2019-11-12T06:16:08Z
"Individual Consultancy: REVIEW OF IMPLEMENTATION OF MULTI-USE SOLAR DRIVEN WATER SUPPLY SYSTEMS IN MOZAMBIQUE AND DOCUMENTATION OF LESSONS LEARNT AND GOOD PRACTICES, Mozambique",https://unjobs.org/vacancies/1573409214975,UNICEF - United Nations Children's Fund,2019-11-12T06:09:15Z
"UNICEF Chad: Construction Engineer, N'Djamena, Chad",https://unjobs.org/vacancies/1573409211122,UNICEF - United Nations Children's Fund,2019-11-12T06:05:07Z
"Senior Digital and Data Specialist, Remote, United States",https://unjobs.org/vacancies/1573409206879,UNICEF - United Nations Children's Fund,2019-11-12T06:00:14Z
"C4D Officer (Spotlight Initiative on VAWG), Dili, Timor Leste",https://unjobs.org/vacancies/1573409199132,UNICEF - United Nations Children's Fund,2019-11-12T05:58:58Z
"Adolescent Development Officer (Spotlight Initiative on VAWG), Dili, Timor-Leste",https://unjobs.org/vacancies/1573409195293,UNICEF - United Nations Children's Fund,2019-11-12T05:58:03Z
"Programme Assistant (Spotlight Initiative on VAWG), Dili, Timor-Leste",https://unjobs.org/vacancies/1573409191418,UNICEF - United Nations Children's Fund,2019-11-12T05:57:09Z
"Consultancy: Individual consultant to support the Division of Data, Analysis, Planning and Monitoring and Programme Division in calculating Indicators for the Strategic Plan Monitoring and Reporting, New York",https://unjobs.org/vacancies/1573409187516,UNICEF - United Nations Children's Fund,2019-11-12T05:56:21Z
"Programme Assistant CSD, Djibouti",https://unjobs.org/vacancies/1573421916027,UNICEF - United Nations Children's Fund,2019-11-12T05:50:49Z
"Digital Marketing Assistant, Beijing, China",https://unjobs.org/vacancies/1573512379286,UNICEF - United Nations Children's Fund,2019-11-12T05:50:14Z
"Innovation Manager, Generation Unlimited Secretariat, New York, United States",https://unjobs.org/vacancies/1573510540205,UNICEF - United Nations Children's Fund,2019-11-12T05:44:48Z
"Health and Nutrition Officer, Dohuk, Iraq",https://unjobs.org/vacancies/1573510532573,UNICEF - United Nations Children's Fund,2019-11-12T05:44:07Z
" Disability Inclusion Specialist, Maputo, Mozambique",https://unjobs.org/vacancies/1573510475397,UNICEF - United Nations Children's Fund,2019-11-12T05:40:25Z
"RECRUTEMENT D'UN CONSULTANT POUR LA SAISIE DES DONNEES DANS LE PLATFORME eTools « OUTIL DE GESTION ELECTRONIQUE DES PARTENARIATS », Benin",https://unjobs.org/vacancies/1573510471547,UNICEF - United Nations Children's Fund,2019-11-12T05:38:05Z
"Corporate Alliances Specialist, Dhaka, Bangladesh",https://unjobs.org/vacancies/1573510463735,UNICEF - United Nations Children's Fund,2019-11-12T05:37:24Z
"Regional Adviser Adolescent Development, MENA Regional Office, Amman",https://unjobs.org/vacancies/1573510451750,UNICEF - United Nations Children's Fund,2019-11-12T05:34:45Z
"Temporary Appointment Contracts Officer, Maputo, Mozambique",https://unjobs.org/vacancies/1573510447901,UNICEF - United Nations Children's Fund,2019-11-12T05:33:58Z
"Quality Assurance Specialist, Damascus",https://unjobs.org/vacancies/1573510443965,UNICEF - United Nations Children's Fund,2019-11-12T05:33:11Z
"National Senior Consultant for Providing Child Protection Technical Support to the National Commission for Children (NCC), Kigali, Rwanda",https://unjobs.org/vacancies/1573510436208,UNICEF - United Nations Children's Fund,2019-11-12T05:30:39Z
"Consultancy: Report Writer - Education/Programme Division, New York",https://unjobs.org/vacancies/1573510424557,UNICEF - United Nations Children's Fund,2019-11-12T05:16:59Z
"Internship: Adolescent and HIV, HIV/AIDS Section, New York, United States",https://unjobs.org/vacancies/1573510417543,UNICEF - United Nations Children's Fund,2019-11-12T05:15:10Z
"Programme Management Support Officer, Tindouf, Algeria",https://unjobs.org/vacancies/1573514377654,UNOPS - United Nations Office for Project Services,2019-11-11T23:39:29Z
"Asociada/o Senior de ICT - Diseño de Soluciones, Ciudad de Guatemala, Guatemala",https://unjobs.org/vacancies/1573514385520,UNOPS - United Nations Office for Project Services,2019-11-11T23:38:53Z
"Asociada/o Senior de ICT - Diseño de Soluciones, Ciudad de Guatemala, Guatemala",https://unjobs.org/vacancies/1573514385520,UNOPS - United Nations Office for Project Services,2019-11-11T23:38:53Z
"Senior Programme Adviser (Retainer), Kathmandu, Nepal",https://unjobs.org/vacancies/1573514387200,UNOPS - United Nations Office for Project Services,2019-11-11T23:38:41Z
"Legal Specialist, New York, United States",https://unjobs.org/vacancies/1573514432622,UNDP - United Nations Development Programme,2019-11-11T23:38:28Z
"Programme Manager, Islamabad, Pakistan",https://unjobs.org/vacancies/1573514439362,UNDP - United Nations Development Programme,2019-11-11T23:38:16Z
"Expert Program Spotlight, Niamey, Niger",https://unjobs.org/vacancies/1573514443049,UNDP - United Nations Development Programme,2019-11-11T23:38:01Z
"National Project Officer - HIV Prevention, Lusaka, Zambia",https://unjobs.org/vacancies/1573514446815,UNDP - United Nations Development Programme,2019-11-11T23:37:47Z
"Policy Specialist, Specialist, South -South and Triangular Cooperation, New York, United States",https://unjobs.org/vacancies/1573514453937,UNDP - United Nations Development Programme,2019-11-11T23:37:35Z
"National Terminal Evaluator for the K to 12 Basic Education Program of the Department of Education, Manila, Philippines",https://unjobs.org/vacancies/1573514714591,UNDP - United Nations Development Programme,2019-11-11T23:31:22Z
"Technical Specialist - Political Participation, Women Make the Change, Port Moresby, Papua New Guinea",https://unjobs.org/vacancies/1573514737493,UNDP - United Nations Development Programme,2019-11-11T23:30:16Z
"Operations Analyst in Cox's Bazar, Cox's Bazar, Bangladesh",https://unjobs.org/vacancies/1573514741929,UNDP - United Nations Development Programme,2019-11-11T23:30:03Z
"International Consultant / Evaluator for the final evaluation of the ""Promoting Resilience, Self-Reliance And Social Cohesion Among Displaced Populations And Host Communities With Focus On Women And Girls In South Sudan and Mali"", Juba, South Sudan",https://unjobs.org/vacancies/1573514746423,UNDP - United Nations Development Programme,2019-11-11T23:29:49Z
"National Consultant / Evaluator for the final evaluation of the ""Promoting Resilience, Self-Reliance And Social Cohesion Among Displaced Populations And Host Communities With Focus On Women And Girls In South Sudan and Mali"", Juba, South Sudan",https://unjobs.org/vacancies/1573514750973,UNDP - United Nations Development Programme,2019-11-11T23:29:33Z
"National Consultant on Coordination and Institutional Building to support the Office of the Deputy Prime Minister on EU and Euro-Atlantic Integration of Ukraine, Kyiv, Ukraine",https://unjobs.org/vacancies/1573514760342,UNDP - United Nations Development Programme,2019-11-11T23:29:06Z
"Finance Assistant, Kyiv, Ukraine",https://unjobs.org/vacancies/1573514769872,UNDP - United Nations Development Programme,2019-11-11T23:28:39Z
"Head of Systems & Operations, Kathmandu",https://unjobs.org/vacancies/1573507271216,People in Need (PIN),2019-11-11T22:10:38Z
"Resident Tax Administration Advisor, Banjul, Gambia",https://unjobs.org/vacancies/1573502467335,IMF - International Monetary Fund,2019-11-11T20:12:19Z
"Regional Public Financial Management (PFM) Advisor, CAPTAC-DR, Guatemala",https://unjobs.org/vacancies/1573502417247,IMF - International Monetary Fund,2019-11-11T20:12:09Z
"Public Financial Management (PFM) Advisor, Phnom Penh",https://unjobs.org/vacancies/1573502407485,IMF - International Monetary Fund,2019-11-11T20:12:05Z
"Regional Public Financial Management (PFM) Advisor, CARTAC, Barbados",https://unjobs.org/vacancies/1573502277759,IMF - International Monetary Fund,2019-11-11T20:11:54Z
"Staff Assistant/Administrative Assistant (FADTP), Washington",https://unjobs.org/vacancies/1573502230666,IMF - International Monetary Fund,2019-11-11T20:06:08Z
"2020 Research Assistant Program (RAP), Washington",https://unjobs.org/vacancies/1573502287511,IMF - International Monetary Fund,2019-11-11T20:05:38Z
"Financial Sector Expert/Senior Financial Sector Expert (Bank Resolution) (MCMFC), Washington",https://unjobs.org/vacancies/1573502297214,IMF - International Monetary Fund,2019-11-11T20:05:28Z
"Language Systems Analyst, Washington",https://unjobs.org/vacancies/1573502329095,IMF - International Monetary Fund,2019-11-11T20:04:55Z
"Finance Department - Accountant and Financial Officer/Senior Financial Officer, Washington",https://unjobs.org/vacancies/1573502338971,IMF - International Monetary Fund,2019-11-11T20:04:45Z
"Staff Assistants, Washington",https://unjobs.org/vacancies/1573502348667,IMF - International Monetary Fund,2019-11-11T20:04:34Z
"Administrative Assistant/Senior Administrative Assistant (MCMSR), Washington",https://unjobs.org/vacancies/1573502446387,IMF - International Monetary Fund,2019-11-11T20:03:33Z
"Resource Management Analyst, Mexico City, Mexico",https://unjobs.org/vacancies/1573497539874,The World Bank,2019-11-11T18:42:20Z
"Team Assistant, New Delhi, India",https://unjobs.org/vacancies/1573497544472,The World Bank,2019-11-11T18:42:07Z
"Team Assistant, Brasilia, Brazil",https://unjobs.org/vacancies/1573497550577,The World Bank,2019-11-11T18:41:56Z
"Senior Investment Officer, Dakar, Senegal",https://unjobs.org/vacancies/1573497556862,The World Bank,2019-11-11T18:41:43Z
"Extended Term Consultant, Washington, United States",https://unjobs.org/vacancies/1573497560867,The World Bank,2019-11-11T18:41:32Z
"Principal Industry Specialist - Wind, Washington, United States",https://unjobs.org/vacancies/1573497563034,The World Bank,2019-11-11T18:41:18Z
"Team Assistant, Brasilia, Brazil",https://unjobs.org/vacancies/1573497567380,The World Bank,2019-11-11T18:41:07Z
"Financial Officer - Banking Relations, Washington, United States",https://unjobs.org/vacancies/1573497569395,The World Bank,2019-11-11T18:40:54Z
"Técnico de Comercialización, Ocotal, Nicaragua",https://unjobs.org/vacancies/1573423726692,WFP - World Food Programme,2019-11-10T23:04:29Z
"Infection Prevention and Control Adviser, Suva, Fiji",https://unjobs.org/vacancies/1573415246102,SPC - Secretariat of the Pacific Community,2019-11-10T22:58:54Z
"Epidemiologist, Suva, Fiji",https://unjobs.org/vacancies/1573415243432,SPC - Secretariat of the Pacific Community,2019-11-10T22:58:30Z
"Documentation and Database Technician, Suva, Fiji",https://unjobs.org/vacancies/1573415240272,SPC - Secretariat of the Pacific Community,2019-11-10T22:58:08Z
"National Specialist in Integrated Water Management/Irrigation, Erbil, Iraq",https://unjobs.org/vacancies/1573424801697,FAO - Food and Agriculture Organization of the United Nations,2019-11-10T22:56:24Z
"NATIONAL SPECIALIST - ANIMAL FODDER PRODUCTION/MARKETING COMPONENT, Erbil, Iraq",https://unjobs.org/vacancies/1573424790938,FAO - Food and Agriculture Organization of the United Nations,2019-11-10T22:56:19Z
"National Security Assistant, Erbil, Iraq",https://unjobs.org/vacancies/1573424780157,FAO - Food and Agriculture Organization of the United Nations,2019-11-10T22:55:45Z
"Technical Reporting Consultant on UNDP-GEF Project on Healthcare Waste Management (IRH), Home based",https://unjobs.org/vacancies/1573408737137,UNDP - United Nations Development Programme,2019-11-10T22:53:43Z
"Opérateur Radio (six postes), regions, Mali",https://unjobs.org/vacancies/1573408723838,UNDP - United Nations Development Programme,2019-11-10T22:53:04Z
"International Consultant on Research and Development to Support 2008 SNA implementation in Turkmenistan, Home based",https://unjobs.org/vacancies/1573408702969,UNDP - United Nations Development Programme,2019-11-10T22:52:34Z
"Framework agreement for Digital Finance Experts (four consultants) engaged on On-Call Basis, Home Based, China",https://unjobs.org/vacancies/1573408690810,UNCDF - United Nations Capital Development Fund,2019-11-10T22:52:26Z
"Programme Associate (Knowledge Management, Gender, Protection and AAP) Doti, Dipayal, Nepal",https://unjobs.org/vacancies/1573423740981,WFP - World Food Programme,2019-11-10T22:44:36Z
"Special Assistant, Washington, United States",https://unjobs.org/vacancies/1573424981622,The World Bank,2019-11-10T22:35:37Z
"Associate Investment Officer - Dakar, Dakar, Senegal",https://unjobs.org/vacancies/1573424983857,The World Bank,2019-11-10T22:35:26Z
"Research Analyst, Islamabad, Pakistan",https://unjobs.org/vacancies/1573424986018,The World Bank,2019-11-10T22:35:15Z
"Senior Policy Officer on Artificial Intelligence (AI) and Data, Geneva",https://unjobs.org/vacancies/1573408202484,WIPO - World Intellectual Property Organization,2019-11-10T22:35:13Z
"Extended Term Consultant, Dhaka, Bangladesh",https://unjobs.org/vacancies/1573424992433,The World Bank,2019-11-10T22:34:51Z
"Principal Examiner (two posts), Geneva",https://unjobs.org/vacancies/1573408198005,WIPO - World Intellectual Property Organization,2019-11-10T22:34:42Z
"IT Officer, Business Solutions, Washington, United States",https://unjobs.org/vacancies/1573424998859,The World Bank,2019-11-10T22:34:28Z
"Extended Term Consultant, Washington, United States",https://unjobs.org/vacancies/1573425000903,The World Bank,2019-11-10T22:34:16Z
"Extended Term Consultant, Dhaka, Bangladesh",https://unjobs.org/vacancies/1573425003053,The World Bank,2019-11-10T22:34:03Z
"Senior Investment Officer - Johannesburg, Johannesburg, South Africa",https://unjobs.org/vacancies/1573425005214,The World Bank,2019-11-10T22:33:51Z
"Extended Term Consultant, Washington, United States",https://unjobs.org/vacancies/1573425007827,The World Bank,2019-11-10T22:33:40Z
"Program Assistant, Washington, United States",https://unjobs.org/vacancies/1573425018460,The World Bank,2019-11-10T22:33:16Z
"Communication Officer - Global Internal Engagement, Washington, United States",https://unjobs.org/vacancies/1573425022716,The World Bank,2019-11-10T22:33:04Z
"Energy Specialist, Riyadh, Saudi Arabia",https://unjobs.org/vacancies/1573425024842,The World Bank,2019-11-10T22:32:52Z
"Female Internship Programme - Programme, Dollow, Somalia",https://unjobs.org/vacancies/1573423812477,WFP - World Food Programme,2019-11-10T22:32:43Z
"Receptionist, New Delhi, India",https://unjobs.org/vacancies/1573425026905,The World Bank,2019-11-10T22:32:40Z
"Female Internship Programme - Logistics, Bossaso, Somalia",https://unjobs.org/vacancies/1573423797993,WFP - World Food Programme,2019-11-10T22:31:52Z
"Female Internship Programme - Finance, Dollow, Somalia",https://unjobs.org/vacancies/1573423783609,WFP - World Food Programme,2019-11-10T22:31:09Z
"Female Internship Programme - Administration, Dollow, Somalia",https://unjobs.org/vacancies/1573423769411,WFP - World Food Programme,2019-11-10T22:30:18Z
"Female Internship Programme - Programme, Kismaayo, Somalia",https://unjobs.org/vacancies/1573423712427,WFP - World Food Programme,2019-11-10T22:24:48Z
"Female Internship Programme - Administration, Bosasso, somalia",https://unjobs.org/vacancies/1573423698316,WFP - World Food Programme,2019-11-10T22:23:20Z
"Programme Associate (Field Coordinator) - Dailekh, Karnali Province, Surkhet, Nepal",https://unjobs.org/vacancies/1573423670308,WFP - World Food Programme,2019-11-10T22:21:59Z
"Programme Assistant, Dushanbe, Tajikistan",https://unjobs.org/vacancies/1573422342811,WHO - World Health Organization,2019-11-10T22:21:19Z
"Finance Assistant, (Special Services Agreement), Dar es Salaam, Tanzania",https://unjobs.org/vacancies/1573422386569,WHO - World Health Organization,2019-11-10T22:20:58Z
"Consultant (Vaccine Preventable Diseases Surveillance), Islamabad, Pakistan",https://unjobs.org/vacancies/1573422417473,WHO - World Health Organization,2019-11-10T22:20:36Z
"Scientist, Geneva, Switzerland",https://unjobs.org/vacancies/1573422432914,WHO - World Health Organization,2019-11-10T22:20:23Z
"Finance Specialist, Finance Branch, Division for Management Services (DMS), New York",https://unjobs.org/vacancies/1573408910765,UNFPA - United Nations Population Fund,2019-11-10T22:19:53Z
"Technical Specialist, Sexual and Reproductive Health and Maternal Health Linkages, New York",https://unjobs.org/vacancies/1573408910262,UNFPA - United Nations Population Fund,2019-11-10T22:19:39Z
"Consultant (Expanded Programmes on Immunization), Islamabad, Pakistan",https://unjobs.org/vacancies/1573422493133,WHO - World Health Organization,2019-11-10T22:19:38Z
"Governance Officer, Geneva, Switzerland",https://unjobs.org/vacancies/1573422508507,WHO - World Health Organization,2019-11-10T22:19:25Z
"Advisor, Data Architecture, Washington, United States",https://unjobs.org/vacancies/1573422537829,WHO - World Health Organization,2019-11-10T22:19:01Z
"Coordinator Strategic Health Policy and Planning (Roster: Ethiopia and South Sudan), Juba, South Sudan",https://unjobs.org/vacancies/1573422553013,WHO - World Health Organization,2019-11-10T22:18:48Z
"International Consultancy: Multiple Indicator Cluster Surveys (MICS), Abuja, Nigeria ",https://unjobs.org/vacancies/1573409183661,UNICEF - United Nations Children's Fund,2019-11-10T22:18:31Z
"GIS Specialist (Geographical Information System), Abuja, Nigeria",https://unjobs.org/vacancies/1573422584373,WHO - World Health Organization,2019-11-10T22:18:21Z
"Refugee Protection Expert, Home based with travel to Ethiopia as required",https://unjobs.org/vacancies/1573409051391,UNHCR - United Nations High Commissioner for Refugees,2019-11-10T22:17:52Z
"Senior Development and Governance Expert, Home based with travel to Ethiopia as required",https://unjobs.org/vacancies/1573409050003,UNHCR - United Nations High Commissioner for Refugees,2019-11-10T22:17:48Z
"Assistant (Insurance), Geneva, Switzerland",https://unjobs.org/vacancies/1573422645294,WHO - World Health Organization,2019-11-10T22:17:38Z
"Technical Officer, Geneva, Switzerland",https://unjobs.org/vacancies/1573422691367,WHO - World Health Organization,2019-11-10T22:17:03Z
"National Consultant, School Health Policy & Strategy, Freetown, Sierra Leone",https://unjobs.org/vacancies/1573422707920,WHO - World Health Organization,2019-11-10T22:16:51Z
"Programme Assistant, Tehran, Iran",https://unjobs.org/vacancies/1573422739791,WHO - World Health Organization,2019-11-10T22:16:28Z
"Consultant, Global Logistics Cluster Preparedness Project, Phnom Penh, Cambodia",https://unjobs.org/vacancies/1573423655813,WFP - World Food Programme,2019-11-10T22:16:15Z
"Digital Services and Applications Technical Officer, Geneva, Switzerland",https://unjobs.org/vacancies/1573414252645,ITU - International Telecommunication Union,2019-11-10T20:40:39Z
"Software Engineer, Full Stack - San Francisco",https://unjobs.org/vacancies/1573382611905,Angaza,2019-11-10T12:22:47Z
"General Call for Applications – Consultant Roster, Indonesia",https://unjobs.org/vacancies/1571856820424,Center for International Forestry Research (CIFOR),2019-11-10T11:43:56Z
"General Call for Applications – Science Roster, Indonesia",https://unjobs.org/vacancies/1553029092946,Center for International Forestry Research (CIFOR),2019-11-10T11:43:52Z
Technical Support Consultant for Stakeholder Outreach on Managing Peatland and Mangrove Ecosystems,https://unjobs.org/vacancies/1572789920632,Center for International Forestry Research (CIFOR),2019-11-10T11:43:33Z
"Administrative Support Consultant for Stakeholder Outreach on Managing Peatland and Mangrove Ecosystems, Bogor, Indonesia",https://unjobs.org/vacancies/1572789918590,Center for International Forestry Research (CIFOR),2019-11-10T11:42:13Z
"Intern, Science Writer and Editor, Bogor, Indonesia",https://unjobs.org/vacancies/1572789916532,Center for International Forestry Research (CIFOR),2019-11-10T11:41:39Z
"Director, Manila",https://unjobs.org/vacancies/1573382503240,ADB - Asian Development Bank,2019-11-10T11:41:38Z
"Unit Head, Information Resources and Services, Manila",https://unjobs.org/vacancies/1573382505857,ADB - Asian Development Bank,2019-11-10T11:41:25Z
"Operations Assistant, Manila",https://unjobs.org/vacancies/1573382508528,ADB - Asian Development Bank,2019-11-10T11:41:12Z
"Cartographic Consultant, Bogor, Indonesia",https://unjobs.org/vacancies/1573383981654,Center for International Forestry Research (CIFOR),2019-11-10T11:41:04Z
"Scientist, Bogor, Indonesia",https://unjobs.org/vacancies/1573383977613,Center for International Forestry Research (CIFOR),2019-11-10T11:41:01Z
"Principal Counsel - Investment Operations, Beijing",https://unjobs.org/vacancies/1573382573104,AIIB - Asian Infrastructure Investment Bank,2019-11-10T11:41:00Z
"Counsel/Senior Counsel - Investment Operations, Beijing",https://unjobs.org/vacancies/1573382575705,AIIB - Asian Infrastructure Investment Bank,2019-11-10T11:40:49Z
"Executive Assistant, Beijing",https://unjobs.org/vacancies/1573382578293,AIIB - Asian Infrastructure Investment Bank,2019-11-10T11:40:38Z
"Senior Resource Mobilization Consultant, Bogor, Indonesia",https://unjobs.org/vacancies/1573383979644,Center for International Forestry Research (CIFOR),2019-11-10T11:40:27Z
"Principal Civil Engineer, CHGS1, Abidjan, Cote D'ivoire",https://unjobs.org/vacancies/1573383039035,AfDB - African Development Bank,2019-11-10T11:39:50Z
"Senior Multilateral Coordination Officer, SNSP, Abidjan, Cote D'ivoire",https://unjobs.org/vacancies/1573383053959,AfDB - African Development Bank,2019-11-10T11:39:38Z
"Advisor, Natural Resources Management, ECNR, Abidjan, Cote D'ivoire",https://unjobs.org/vacancies/1573383113604,AfDB - African Development Bank,2019-11-10T11:38:49Z
"Chief Economist and Vice President, ECVP, Abidjan, Cote D'ivoire",https://unjobs.org/vacancies/1573383128524,AfDB - African Development Bank,2019-11-10T11:38:38Z
"Principal Regional Operations Management Officer, RDRI, Abidjan, Cote D'ivoire",https://unjobs.org/vacancies/1573383158422,AfDB - African Development Bank,2019-11-10T11:38:14Z
"Evaluation Officer, BDEV1, Abidjan, Cote D'ivoire",https://unjobs.org/vacancies/1573383173269,AfDB - African Development Bank,2019-11-10T11:38:03Z
"Junior Economist - Digital Economy Policy, Paris, France",https://unjobs.org/vacancies/1573342214307,OECD - Organisation for Economic Co-operation and Development,2019-11-10T00:08:13Z
"Deputy Head of the Global Relations and Development Division, Paris, France",https://unjobs.org/vacancies/1573342216313,OECD - Organisation for Economic Co-operation and Development,2019-11-10T00:08:02Z
"Energy and Environment Analyst - Temporary, Paris, France",https://unjobs.org/vacancies/1573342218203,OECD - Organisation for Economic Co-operation and Development,2019-11-10T00:07:51Z
"Junior Analyst/Economic Modeller, Paris, France",https://unjobs.org/vacancies/1573342219956,OECD - Organisation for Economic Co-operation and Development,2019-11-10T00:07:40Z
"Republication - Elaboration d'un strategie nationale de lutte contre la corruption en Guinee-Bissau, Bissau, Guinea Bissau",https://unjobs.org/vacancies/1573339113895,UNDP - United Nations Development Programme,2019-11-09T23:25:07Z
"Assistant(e) à la gestion de l'information, Kinshasa, Democratic Republic of Congo",https://unjobs.org/vacancies/1573339136725,UNDP - United Nations Development Programme,2019-11-09T23:24:01Z
"Assistant(e) à la gestion de l'information, Goma, Democratic Republic of Congo",https://unjobs.org/vacancies/1573339141225,UNDP - United Nations Development Programme,2019-11-09T23:23:49Z
"Programme Management Support Consultant, Bangkok, Thailand",https://unjobs.org/vacancies/1573339145767,UNDP - United Nations Development Programme,2019-11-09T23:23:36Z
"National Policy Advisor, Baghdad, Iraq",https://unjobs.org/vacancies/1573339154880,UNDP - United Nations Development Programme,2019-11-09T23:23:07Z
"National Project Coordinator, Beirut, Lebanon",https://unjobs.org/vacancies/1573339163807,UNDP - United Nations Development Programme,2019-11-09T23:22:41Z
"Regional Technical Support Consultant on Energy, Infrastructure, Transport, and Technology, Istanbul, Turkey",https://unjobs.org/vacancies/1573339182017,UNDP - United Nations Development Programme,2019-11-09T23:21:55Z
"UN Women: Programme Officer on Gender Mainstreaming (Open to Moldova Nationals Only), Chisinau, Moldova",https://unjobs.org/vacancies/1573339191110,UNDP - United Nations Development Programme,2019-11-09T23:21:28Z
"Programme Consultant - Male Engagement, Abuja, Nigeria",https://unjobs.org/vacancies/1573339195702,UNDP - United Nations Development Programme,2019-11-09T23:21:14Z
"UN Women: Programme Officer on Ending Violence against Women and Children, Chisinau, Moldova",https://unjobs.org/vacancies/1573339200188,UNDP - United Nations Development Programme,2019-11-09T23:21:03Z
"UN Women: Finance Associate (Open to Moldova Nationals Only), Chisinau, Moldova",https://unjobs.org/vacancies/1573339204822,UNDP - United Nations Development Programme,2019-11-09T23:20:47Z
"Programme Consultant, VAPP, Abuja, Nigeria",https://unjobs.org/vacancies/1573339214107,UNDP - United Nations Development Programme,2019-11-09T23:20:24Z
"UN Women: Administrative Assistant (Open to Moldova Nationals Only), Chisinau, Moldova",https://unjobs.org/vacancies/1573339218577,UNDP - United Nations Development Programme,2019-11-09T23:20:13Z
"UN Women: Finance Specialist - VGSC EC Focal Point & Liaison Support, Brussels, Belgium",https://unjobs.org/vacancies/1573339241409,UNDP - United Nations Development Programme,2019-11-09T23:19:14Z
"Programme Policy Officer(NOB)-Vientiane, Vientiane, Laos",https://unjobs.org/vacancies/1573340113701,WFP - World Food Programme,2019-11-09T23:19:01Z
"Admin Assistant SSA4 - Travel Management, Cairo, Egypt",https://unjobs.org/vacancies/1573340128076,WFP - World Food Programme,2019-11-09T23:18:49Z
"Female Internship Programme - Programme (Nutrition), Hargeisa, Hargeisa, Somalia",https://unjobs.org/vacancies/1573340142494,WFP - World Food Programme,2019-11-09T23:18:36Z
"Programme Policy Officer NOA (Gender), Colombo, Sri Lanka",https://unjobs.org/vacancies/1573340156705,WFP - World Food Programme,2019-11-09T23:18:24Z
"Business Support Assistant (Logistique) SSA3, Conakry, Guinea",https://unjobs.org/vacancies/1573340171014,WFP - World Food Programme,2019-11-09T23:18:12Z
"Female Internship Programme - Programme (Nutrition), Garowe, Garoowe, Somalia",https://unjobs.org/vacancies/1573340185313,WFP - World Food Programme,2019-11-09T23:18:00Z
"IT Operations Assistant (SCOPE) - Mazar, Mazar-i-Sharif, Afghanistan",https://unjobs.org/vacancies/1573340199614,WFP - World Food Programme,2019-11-09T23:17:47Z
"IT Operations Assistant (SCOPE) Jalalabad, Jalalabad, Afghanistan",https://unjobs.org/vacancies/1573340228564,WFP - World Food Programme,2019-11-09T23:17:23Z
"Driver SC2 Khorog, Khorog, Tajikistan",https://unjobs.org/vacancies/1573340242781,WFP - World Food Programme,2019-11-09T23:17:11Z
"Budget & Programming Assistant SC5, Lilongwe, Malawi",https://unjobs.org/vacancies/1573340256974,WFP - World Food Programme,2019-11-09T23:16:59Z
"Programme Assistant(CFM) Beira - SC5, Beira, Mozambique",https://unjobs.org/vacancies/1573340285707,WFP - World Food Programme,2019-11-09T23:16:38Z
"Environmental Management - Consultant, Rome, Italy",https://unjobs.org/vacancies/1573340314132,WFP - World Food Programme,2019-11-09T23:16:16Z
"Intern - Vulnerability Analysis and Mapping - Sunninghill - JHB - 3 months contract, Johannesburg, South Africa",https://unjobs.org/vacancies/1573340328153,WFP - World Food Programme,2019-11-09T23:16:05Z
"Female Internship Programme - Programme, Baidoa, Baidoa, Somalia",https://unjobs.org/vacancies/1573340342483,WFP - World Food Programme,2019-11-09T23:15:53Z
"Associé local à la Sécurité (LSA) G6, Abidjan, Cote d'Ivoire",https://unjobs.org/vacancies/1573340356996,WFP - World Food Programme,2019-11-09T23:15:42Z
"Programme Policy Officer(Nutrition)NOB-Vientiane, Vientiane, Laos",https://unjobs.org/vacancies/1573340371488,WFP - World Food Programme,2019-11-09T23:15:28Z
"Senior Programme Associate -PROSPER/BRACC Project-GS7, Lilongwe, Malawi",https://unjobs.org/vacancies/1573340399721,WFP - World Food Programme,2019-11-09T23:15:07Z
"IT Operations Officer NOB - Re-advertised, Lilongwe, Malawi",https://unjobs.org/vacancies/1573340414011,WFP - World Food Programme,2019-11-09T23:14:55Z
"Female Internship Programme - Programme (Reporting), Beletweyne, Beledweyne, Somalia",https://unjobs.org/vacancies/1573340428341,WFP - World Food Programme,2019-11-09T23:14:44Z
"IT Operations Assistant (SCOPE) Kandahar, Kandahar, Afghanistan",https://unjobs.org/vacancies/1573340442509,WFP - World Food Programme,2019-11-09T23:14:32Z
"Monitoring Assistant SC4, Aalborg, Denmark",https://unjobs.org/vacancies/1573340456849,WFP - World Food Programme,2019-11-09T23:14:20Z
